,stop_id,stop_name,hiking,relaxing,sightseeing,discovering
351,8504141,Henniez,0,0,0,0
352,8504200,Yverdon-les-Bains,2,0,0,0
353,8504201,Grandson,1,0,0,0
354,8504203,Concise,1,0,0,0
355,8504205,Gorgier-St-Aubin,0,0,0,0
356,8504206,Bevaix,0,0,0,0
357,8504208,Boudry,1,0,1,0
358,8504209,Colombier,1,0,1,0
359,8504215,Travers,0,0,0,0
360,8504217,Champ-du-Moulin,0,0,0,0
361,8504219,Auvernier,1,0,1,0
362,8504220,Neuchâtel-Serrières,1,0,1,0
363,8504221,Neuchâtel,3,0,1,0
364,8504222,St-Blaise CFF,4,0,1,0
365,8504223,Cornaux,4,0,1,0
366,8504224,Cressier NE,3,0,0,0
367,8504225,Le Landeron,3,0,0,0
368,8504226,La Neuveville,2,0,0,0
369,8504228,Twann,0,0,0,0
370,8504229,Tüscherz,0,0,0,0
371,8504236,Les Geneveys-sur-Coffrane,2,0,1,0
372,8504237,Les Hauts-Geneveys,2,0,1,0
373,8504300,Biel/Bienne,0,0,0,0
374,8504302,Reuchenette-Péry,1,0,0,0
375,8504304,Sonceboz-Sombeval,0,0,0,0
376,8504307,Courtelary,0,0,0,0
377,8504310,St-Imier,0,0,0,0
378,8504312,Renan BE,0,0,0,0
379,8504314,La Chaux-de-Fonds,2,0,0,0
380,8504316,Le Locle,2,0,0,0
381,8504400,Kerzers,4,0,0,0
382,8504410,Zollikofen,1,0,3,1
383,8504411,Münchenbuchsee,0,0,3,1
384,8504412,Schüpfen,0,0,0,0
385,8504413,Suberg-Grossaffoltern,0,0,0,0
386,8504414,Lyss,0,0,0,0
387,8504415,Busswil,0,0,0,0
388,8504416,Brügg BE,0,0,0,0
389,8504419,Biel Mett,0,0,0,0
390,8504441,Studen BE,0,0,0,0
391,8505000,Luzern,0,0,0,0
392,8505001,Meggen,0,0,0,0
393,8505002,Küssnacht am Rigi,0,0,0,0
394,8505003,Immensee,0,0,0,0
395,8505004,Arth-Goldau,0,0,0,0
396,8505005,Steinen,0,0,0,0
397,8505006,Schwyz,0,0,0,0
398,8505007,Brunnen,0,0,0,0
399,8505111,Sisikon,0,0,0,0
400,8505112,Flüelen,0,0,0,0
401,8505113,Altdorf,0,0,0,0
402,8505114,Erstfeld,0,0,0,0
403,8505119,Göschenen,0,0,0,0
404,8505201,Airolo,0,0,0,0
405,8505202,Ambrì-Piotta,0,0,0,0
406,8505204,Faido,0,0,0,0
407,8505205,Lavorgo,0,0,0,0
408,8505207,Bodio TI,0,0,0,0
409,8505209,Biasca,0,0,0,0
410,8505212,Castione-Arbedo,0,0,0,0
411,8505213,Bellinzona,0,0,0,0
412,8505214,Giubiasco,0,0,0,0
413,8505216,Rivera-Bironico,0,0,0,0
414,8505217,Mezzovico,0,0,0,0
415,8505218,Taverne-Torricella,1,0,0,0
416,8505219,Lamone-Cadempino,1,0,0,0
417,8505300,Lugano,1,0,0,0
418,8505301,Lugano-Paradiso,1,0,0,0
419,8505302,Melide,1,0,0,0
420,8505303,Maroggia-Melano,1,0,0,0
421,8505304,Capolago-Riva S. Vitale,1,0,0,0
422,8505305,Mendrisio,0,0,0,0
423,8505306,Balerna,1,0,0,0
424,8505307,Chiasso,1,0,0,0
425,8505400,Locarno,0,0,0,0
426,8505401,Tenero,0,0,0,0
427,8505402,Gordola,0,0,0,0
428,8505404,Cadenazzo,0,0,0,0
429,8505408,Ranzo-S. Abbondio,0,0,0,0
430,8505410,Gerra (Gambarogno),0,0,0,0
431,8505412,Riazzino,0,0,0,0
432,8505415,S. Antonino,0,0,0,0
433,8506000,Winterthur,0,0,0,0
434,8506001,Winterthur Grüze,0,0,0,0
435,8506002,Winterthur Seen,0,0,0,0
436,8506003,Sennhof-Kyburg,0,0,0,0
437,8506005,Rikon,0,0,0,0
438,8506008,Wila,0,0,0,0
439,8506009,Saland,0,0,0,0
440,8506010,Sirnach,0,0,0,0
441,8506011,Eschlikon,0,0,0,0
442,8506012,Guntershausen,0,0,0,0
443,8506013,Aadorf,0,0,0,0
444,8506014,Elgg,0,0,0,0
445,8506015,Räterschen,0,0,0,0
446,8506016,Oberwinterthur,0,0,0,0
447,8506017,Wiesendangen,0,0,0,0
448,8506018,Rickenbach-Attikon,0,0,0,0
449,8506019,Islikon,0,0,0,0
450,8506020,Seuzach,0,0,0,0
451,8506022,Thalheim-Altikon,0,0,0,0
452,8506024,Stammheim,0,0,0,0
453,8506025,Etzwilen,0,0,0,0
454,8506035,Schottikon,0,0,0,0
455,8506041,Embrach-Rorbas,0,0,0,0
456,8506042,Pfungen,0,0,0,0
457,8506043,Winterthur Wülflingen,0,0,0,0
458,8506044,Winterthur Töss,0,0,0,0
459,8506045,Hettlingen,0,0,0,0
460,8506046,Henggart,0,0,0,0
461,8506047,Andelfingen,0,0,0,0
462,8506048,Marthalen,0,0,0,0
463,8506049,Dachsen,0,0,0,0
464,8506100,Frauenfeld,0,0,0,0
465,8506101,Felben-Wellhausen,0,0,0,0
466,8506102,Hüttlingen-Mettendorf,0,0,0,0
467,8506103,Müllheim-Wigoltingen,0,0,0,0
468,8506104,Märstetten,0,0,0,0
469,8506105,Weinfelden,0,0,0,0
470,8506106,Bürglen,0,0,0,0
471,8506107,Erlen,0,0,0,0
472,8506108,Oberaach,0,0,0,0
473,8506109,Amriswil,0,0,0,0
474,8506121,Romanshorn,0,0,0,0
475,8506125,Altnau,0,0,0,0
476,8506128,Kreuzlingen Hafen,1,0,0,0
477,8506131,Kreuzlingen,1,0,0,0
478,8506132,Tägerwilen-Gottlieben,1,0,0,0
479,8506135,Berlingen,2,0,0,0
480,8506139,Stein am Rhein,1,0,0,0
481,8506203,Bütschwil,0,0,0,0
482,8506206,Wil SG,0,0,0,0
483,8506208,Uzwil,0,0,0,0
484,8506209,Flawil,0,0,0,0
485,8506210,Gossau SG,0,0,0,0
486,8506212,Hauptwil,0,0,0,0
487,8506213,Bischofszell Stadt,0,0,0,0
488,8506216,Kradolf,0,0,0,0
489,8506217,Sulgen,0,0,0,0
490,8506300,St. Gallen Winkeln,0,0,0,0
491,8506301,St. Gallen Bruggen,0,0,0,0
492,8506302,St. Gallen,0,0,0,0
493,8506303,St. Gallen St. Fiden,0,0,0,0
494,8506304,Mörschwil,0,0,0,0
495,8506305,Goldach,0,0,0,0
496,8506306,Rorschach Hafen,1,0,0,0
497,8506307,Horn,0,0,0,0
498,8506311,Rorschach,1,0,0,0
499,8506312,Staad,1,0,0,0
500,8506313,Rheineck,1,0,0,0
501,8506314,St. Margrethen,1,0,1,1
502,8506316,Au SG,1,0,0,0
503,8506317,Heerbrugg,1,0,0,0
504,8506318,Rebstein-Marbach,1,0,0,0
505,8506319,Altstätten SG,1,0,0,0
506,8506322,Rorschach Stadt,1,0,0,0
507,8507000,Bern,1,0,3,1
508,8507002,Ostermundigen,1,0,3,1
509,8507003,Gümligen,1,0,3,1
510,8507005,Rubigen,1,0,3,1
511,8507006,Münsingen,0,0,0,0
512,8507007,Wichtrach,0,0,0,0
513,8507008,Kiesen,0,0,0,0
514,8507009,Uttigen,0,0,0,0
515,8507100,Thun,0,0,0,0
516,8508001,Schönbühl SBB,0,0,3,1
517,8508003,Hindelbank,0,0,0,0
518,8508004,Lyssach,0,0,0,0
519,8508005,Burgdorf,0,0,0,0
520,8508006,Wynigen,0,0,0,0
521,8508008,Herzogenbuchsee,0,0,0,0
522,8508100,Langenthal,0,0,0,0
523,8508101,Roggwil-Wynau,0,0,0,0
524,8508102,Murgenthal,1,0,0,0
525,8508103,Rothrist,1,0,0,0
526,8508201,Tägertschi,0,0,0,0
527,8508202,Konolfingen,0,0,0,0
528,8508203,Zäziwil,0,0,0,0
529,8508205,Signau,0,0,0,0
530,8508207,Langnau i.E.,0,0,0,0
531,8508208,Trubschachen,0,0,0,0
532,8508211,Schüpfheim,0,0,0,0
533,8508215,Wolhusen,0,0,0,0
534,8508217,Schachen LU,0,0,0,0
535,8508218,Malters,0,0,0,0
536,8508219,Littau,0,0,0,0
537,8509000,Chur,0,0,0,0
538,8509002,Landquart,0,0,0,0
539,8509003,Maienfeld,0,0,0,0
540,8509004,Bad Ragaz,0,0,0,0
541,8509400,Oberriet,0,0,0,0
542,8509404,Buchs SG,0,0,0,0
543,8509406,Sevelen,0,0,0,0
544,8509411,Sargans,0,0,0,0
545,8509412,Mels,0,0,0,0
546,8509413,Flums,0,0,0,0
547,8509414,Walenstadt,0,0,0,0
548,8509415,Mols,0,0,0,0
549,8509416,Unterterzen,0,0,0,0
550,8509417,Murg,0,0,0,0
551,8509418,Mühlehorn,0,0,0,0
552,8515992,Baar Neufeld,0,0,0,0
553,8515993,Baar Lindenpark,0,0,0,0
554,8515995,Cham Alpenblick,0,0,0,0
555,8515996,Hünenberg Zythus,0,0,0,0
556,8515997,Root D4,0,0,0,0
557,8516155,Lancy-Pont-Rouge,2,0,2,0
558,8516161,Bern Wankdorf,1,0,3,1
559,8516187,Zug Schutzengel,0,0,0,0
560,8516218,Winterthur Hegi,0,0,0,0
561,8516219,Mellingen Heitersberg,1,0,0,0
562,8516350,Buchrain,0,0,0,0
563,8517131,Pratteln Salina Raurica,1,0,0,0
564,8517336,Luzern Verkehrshaus,0,0,0,0
565,8517519,Stabio,0,0,0,0
566,8518452,Prilly-Malley,3,0,2,0
567,8518475,Mendrisio S. Martino,0,0,0,0
568,8518749,Lyss Grien,0,0,0,0
569,8518771,Biel/Bienne Bözingenfeld/Champ,0,0,0,0
570,8518963,Solothurn Allmend,1,0,1,0
571,8519133,Fribourg/Freiburg Poya,1,0,1,0
