,stop_id,stop_name,event_name,description,categories,url
22,8500020,Muttenz,Vitra Slide Tower,"The Vitra Slide Tower is a 30.74 meter high observation tower located in the Vitra Campus in Weil am Rhein, Germany.",['sightseeing'],https://go.sygic.com/travel/place?id=poi:2500092
23,8500020,Muttenz,Exhibition Tower,"The Basler Messeturm is the third tallest building in Basel, Switzerland. Completed in 2003, it has 32 floors and is 105 m tall. ",['eating'],https://go.sygic.com/travel/place?id=poi:10563
24,8500020,Muttenz,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
25,8500020,Muttenz,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19856719
26,8500020,Muttenz,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:14397896
27,8500021,Pratteln,Exhibition Tower,"The Basler Messeturm is the third tallest building in Basel, Switzerland. Completed in 2003, it has 32 floors and is 105 m tall. ",['eating'],https://go.sygic.com/travel/place?id=poi:10563
28,8500021,Pratteln,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
29,8500021,Pratteln,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:14397896
30,8500022,Frenkendorf-Füllinsdorf,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
31,8500022,Frenkendorf-Füllinsdorf,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
32,8500023,Liestal,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
33,8500023,Liestal,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
34,8500024,Lausen,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
35,8500024,Lausen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
36,8500025,Itingen,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
37,8500025,Itingen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
38,8500026,Sissach,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
39,8500026,Sissach,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
40,8500027,Gelterkinden,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
41,8500027,Gelterkinden,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
42,8500028,Tecknau,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
43,8500035,Läufelfingen,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
44,8500035,Läufelfingen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
45,8500105,Moutier,Tower of Moron,"This pleasant, undemanding hike is well worth the efforts - the lookout tower will reward you with fantastic views of Jurassic mountains.",['hiking'],https://go.sygic.com/travel/place?id=poi:10761
46,8500113,Laufen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:16805890
47,8500114,Zwingen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:16805890
48,8500115,Grellingen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:16805890
49,8500117,Aesch,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19856719
50,8500117,Aesch,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:16805890
51,8500118,Dornach-Arlesheim,Exhibition Tower,"The Basler Messeturm is the third tallest building in Basel, Switzerland. Completed in 2003, it has 32 floors and is 105 m tall. ",['eating'],https://go.sygic.com/travel/place?id=poi:10563
52,8500118,Dornach-Arlesheim,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
53,8500118,Dornach-Arlesheim,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19856719
54,8500118,Dornach-Arlesheim,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:16805890
55,8500119,Münchenstein,Vitra Slide Tower,"The Vitra Slide Tower is a 30.74 meter high observation tower located in the Vitra Campus in Weil am Rhein, Germany.",['sightseeing'],https://go.sygic.com/travel/place?id=poi:2500092
56,8500119,Münchenstein,Exhibition Tower,"The Basler Messeturm is the third tallest building in Basel, Switzerland. Completed in 2003, it has 32 floors and is 105 m tall. ",['eating'],https://go.sygic.com/travel/place?id=poi:10563
57,8500119,Münchenstein,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
58,8500119,Münchenstein,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19856719
59,8500119,Münchenstein,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:14397896
60,8500119,Münchenstein,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:16805890
61,8500121,Courfaivre,Tower of Moron,"This pleasant, undemanding hike is well worth the efforts - the lookout tower will reward you with fantastic views of Jurassic mountains.",['hiking'],https://go.sygic.com/travel/place?id=poi:10761
62,8500121,Courfaivre,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:17154785
63,8500122,Bassecourt,Tower of Moron,"This pleasant, undemanding hike is well worth the efforts - the lookout tower will reward you with fantastic views of Jurassic mountains.",['hiking'],https://go.sygic.com/travel/place?id=poi:10761
64,8500122,Bassecourt,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:17154785
65,8500123,Glovelier,Tower of Moron,"This pleasant, undemanding hike is well worth the efforts - the lookout tower will reward you with fantastic views of Jurassic mountains.",['hiking'],https://go.sygic.com/travel/place?id=poi:10761
66,8500123,Glovelier,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:17154785
67,8500125,Courgenay,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:17154785
68,8500126,Porrentruy,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:17154785
69,8500136,Basel Dreispitz,Vitra Slide Tower,"The Vitra Slide Tower is a 30.74 meter high observation tower located in the Vitra Campus in Weil am Rhein, Germany.",['sightseeing'],https://go.sygic.com/travel/place?id=poi:2500092
70,8500136,Basel Dreispitz,Exhibition Tower,"The Basler Messeturm is the third tallest building in Basel, Switzerland. Completed in 2003, it has 32 floors and is 105 m tall. ",['eating'],https://go.sygic.com/travel/place?id=poi:10563
71,8500136,Basel Dreispitz,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
72,8500136,Basel Dreispitz,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19856719
73,8500136,Basel Dreispitz,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:14397896
74,8500203,Bettlach,Clock Tower,The clock tower is the Solothurn's oldest construction standing there since the 13th century.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:10546
75,8500204,Selzach,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:7798701
76,8500204,Selzach,Clock Tower,The clock tower is the Solothurn's oldest construction standing there since the 13th century.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:10546
77,8500205,Bellach,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:7798701
78,8500205,Bellach,Clock Tower,The clock tower is the Solothurn's oldest construction standing there since the 13th century.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:10546
79,8500206,Solothurn West,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:7798701
80,8500206,Solothurn West,Clock Tower,The clock tower is the Solothurn's oldest construction standing there since the 13th century.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:10546
81,8500207,Solothurn,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:7798701
82,8500207,Solothurn,Clock Tower,The clock tower is the Solothurn's oldest construction standing there since the 13th century.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:10546
83,8500208,Luterbach-Attisholz,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:7798701
84,8500208,Luterbach-Attisholz,Clock Tower,The clock tower is the Solothurn's oldest construction standing there since the 13th century.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:10546
85,8500209,Deitingen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:7798701
86,8500209,Deitingen,Clock Tower,The clock tower is the Solothurn's oldest construction standing there since the 13th century.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:10546
87,8500210,Wangen an der Aare,Clock Tower,The clock tower is the Solothurn's oldest construction standing there since the 13th century.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:10546
88,8500214,Egerkingen,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
89,8500215,Hägendorf,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
90,8500216,Wangen bei Olten,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
91,8500216,Wangen bei Olten,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
92,8500217,Olten Hammer,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
93,8500217,Olten Hammer,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
94,8500218,Olten,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
95,8500218,Olten,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
96,8500300,Kaiseraugst,Exhibition Tower,"The Basler Messeturm is the third tallest building in Basel, Switzerland. Completed in 2003, it has 32 floors and is 105 m tall. ",['eating'],https://go.sygic.com/travel/place?id=poi:10563
97,8500300,Kaiseraugst,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
98,8500300,Kaiseraugst,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:14397896
99,8500301,Rheinfelden,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
100,8500301,Rheinfelden,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
101,8500302,Möhlin,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:2576438
102,8500302,Möhlin,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
103,8500302,Möhlin,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
104,8500303,Mumpf,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:2576438
105,8500304,Eiken,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:2576438
106,8500305,Frick,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:2576438
107,8500313,Rheinfelden Augarten,Tower,,,https://go.sygic.com/travel/place?id=poi:11425180
108,8500313,Rheinfelden Augarten,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:10976090
109,8500320,Stein-Säckingen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:2576438
110,8500329,Koblenz,Tower,,,https://go.sygic.com/travel/place?id=poi:14692471
111,8500329,Koblenz,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19530662
112,8501000,Zimeysa,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
113,8501000,Zimeysa,Tower,,['sightseeing'],https://go.sygic.com/travel/place?id=poi:8839902
114,8501000,Zimeysa,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
115,8501000,Zimeysa,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
116,8501000,Zimeysa,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
117,8501001,La Plaine,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
118,8501001,La Plaine,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
119,8501002,Russin,Tower,,['sightseeing'],https://go.sygic.com/travel/place?id=poi:8839902
120,8501002,Russin,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
121,8501002,Russin,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
122,8501003,Satigny,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
123,8501003,Satigny,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
124,8501003,Satigny,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
125,8501003,Satigny,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
126,8501006,Meyrin,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
127,8501006,Meyrin,Tower,,['sightseeing'],https://go.sygic.com/travel/place?id=poi:8839902
128,8501006,Meyrin,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
129,8501006,Meyrin,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
130,8501006,Meyrin,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
131,8501006,Meyrin,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
132,8501007,Vernier,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
133,8501007,Vernier,Tower,,['sightseeing'],https://go.sygic.com/travel/place?id=poi:8839902
134,8501007,Vernier,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
135,8501007,Vernier,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
136,8501007,Vernier,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
137,8501007,Vernier,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
138,8501008,Genève,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
139,8501008,Genève,Tower,,['sightseeing'],https://go.sygic.com/travel/place?id=poi:8839902
140,8501008,Genève,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
141,8501008,Genève,Monnetier-Mornex (FM towercast),,,https://go.sygic.com/travel/place?id=poi:4430596
142,8501008,Genève,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
143,8501008,Genève,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
144,8501008,Genève,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
145,8501012,Creux-de-Genthod,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
146,8501012,Creux-de-Genthod,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
147,8501012,Creux-de-Genthod,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
148,8501012,Creux-de-Genthod,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
149,8501012,Creux-de-Genthod,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
150,8501014,Mies,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
151,8501014,Mies,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
152,8501020,Chambésy,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
153,8501020,Chambésy,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
154,8501020,Chambésy,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
155,8501020,Chambésy,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
156,8501020,Chambésy,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
157,8501022,Versoix,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
158,8501022,Versoix,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
159,8501022,Versoix,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
160,8501022,Versoix,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
161,8501022,Versoix,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
162,8501023,Coppet,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
163,8501026,Genève-Aéroport,Molard Tower,A military tower from the 14th century dominating the Molard Square. Surrounded by the buzz of lively restaurants.,['sightseeing'],https://go.sygic.com/travel/place?id=poi:2609
164,8501026,Genève-Aéroport,Tower,,,https://go.sygic.com/travel/place?id=poi:8301480
165,8501026,Genève-Aéroport,Goldorak Tower (Air Traffic Control),,,https://go.sygic.com/travel/place?id=poi:26375031
166,8501026,Genève-Aéroport,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:13442042
167,8501026,Genève-Aéroport,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:6961111
168,8501045,Denges-Echandens,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
169,8501045,Denges-Echandens,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
170,8501047,Morges-St-Jean,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
171,8501048,Lonay-Préverenges,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
172,8501048,Lonay-Préverenges,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
173,8501106,Croy-Romainmôtier,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:33617557
174,8501107,Arnex,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:33617557
175,8501108,La Sarraz,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:33617557
176,8501110,Ependes,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19015130
177,8501110,Ependes,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:33617557
178,8501111,Essert-Pittet,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:33617557
179,8501112,Chavornay,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:33617557
180,8501113,Bavois,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:33617557
181,8501114,Eclépens,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:33617557
182,8501116,Vufflens-la-Ville,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
183,8501116,Vufflens-la-Ville,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
184,8501117,Bussigny,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
185,8501117,Bussigny,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
186,8501118,Renens VD,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
187,8501118,Renens VD,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
188,8501118,Renens VD,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:21569256
189,8501120,Lausanne,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
190,8501120,Lausanne,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
191,8501120,Lausanne,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:21569256
192,8501121,Pully,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
193,8501121,Pully,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
194,8501121,Pully,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:21569256
195,8501122,Lutry,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
196,8501122,Lutry,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
197,8501122,Lutry,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:21569256
198,8501122,Lutry,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
199,8501123,Villette VD,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
200,8501123,Villette VD,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
201,8501123,Villette VD,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:21569256
202,8501123,Villette VD,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
203,8501124,Cully,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
204,8501124,Cully,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
205,8501124,Cully,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:21569256
206,8501124,Cully,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
207,8501125,Epesses,Lausanne Sauvabelin Tower,"The Tour de Sauvabelin is a wooden tower located in the Sauvabelin forest, Lausanne, Switzerland.","['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10638
208,8501125,Epesses,Ale Tower,This cylindrical tower is a silent remnant of Lausanne's medieval past when it served as a part of the fortification.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:10502
209,8501125,Epesses,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:21569256
210,8501125,Epesses,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
211,8501126,Rivaz,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
212,8501127,St-Saphorin,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
213,8501200,Vevey,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
214,8501201,La Tour-de-Peilz,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
215,8501202,Burier,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
216,8501203,Clarens,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
217,8501300,Montreux,Mont Pèlerin TV Tower,,,https://go.sygic.com/travel/place?id=poi:20305358
218,8501426,Bouveret,Chalets Toper,,,https://go.sygic.com/travel/place?id=poi:29498700
219,8502000,Aarburg-Oftringen,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
220,8502000,Aarburg-Oftringen,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
221,8502001,Zofingen,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
222,8502002,Brittnau-Wikon,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
223,8502003,Reiden,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:35668906
224,8502004,Dagmersellen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11638082
225,8502004,Dagmersellen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:35668906
226,8502004,Dagmersellen,Kastelen Tower Ruins,Kastelen Tower is a ruined castle in the municipality of Alberswil of the Canton of Lucerne in Switzerland.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:6863722
227,8502005,Nebikon,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11638082
228,8502005,Nebikon,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:35668906
229,8502005,Nebikon,Kastelen Tower Ruins,Kastelen Tower is a ruined castle in the municipality of Alberswil of the Canton of Lucerne in Switzerland.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:6863722
230,8502006,Wauwil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11638082
231,8502006,Wauwil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:35668906
232,8502006,Wauwil,Kastelen Tower Ruins,Kastelen Tower is a ruined castle in the municipality of Alberswil of the Canton of Lucerne in Switzerland.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:6863722
233,8502007,Sursee,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11638082
234,8502007,Sursee,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:35668906
235,8502007,Sursee,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
236,8502007,Sursee,Kastelen Tower Ruins,Kastelen Tower is a ruined castle in the municipality of Alberswil of the Canton of Lucerne in Switzerland.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:6863722
237,8502008,Nottwil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:35668906
238,8502008,Nottwil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
239,8502009,Sempach-Neuenkirch,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
240,8502010,St. Erhard-Knutwil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11638082
241,8502010,St. Erhard-Knutwil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:35668906
242,8502010,St. Erhard-Knutwil,Kastelen Tower Ruins,Kastelen Tower is a ruined castle in the municipality of Alberswil of the Canton of Lucerne in Switzerland.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:6863722
