,stop_id,stop_name,event_name,description,categories,url
243,8502011,Oberkirch LU,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11638082
244,8502011,Oberkirch LU,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:35668906
245,8502011,Oberkirch LU,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
246,8502011,Oberkirch LU,Kastelen Tower Ruins,Kastelen Tower is a ruined castle in the municipality of Alberswil of the Canton of Lucerne in Switzerland.,"['hiking', 'sightseeing']",https://go.sygic.com/travel/place?id=poi:6863722
247,8502022,Eschenbach,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
248,8502023,Ballwil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
249,8502024,Hochdorf,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
250,8502025,Baldegg,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
251,8502027,Hitzkirch,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
252,8502034,Beinwil am See,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:38258037
253,8502100,Safenwil,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
254,8502100,Safenwil,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
255,8502103,Suhr,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
256,8502110,Dulliken,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
257,8502110,Dulliken,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
258,8502111,Däniken,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
259,8502111,Däniken,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
260,8502112,Schönenwerd SO,Swiss Prime Tower Bornwald,,['hiking'],https://go.sygic.com/travel/place?id=poi:13185096
261,8502112,Schönenwerd SO,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
262,8502113,Aarau,Tower,,,https://go.sygic.com/travel/place?id=poi:36920522
263,8502208,Horgen Oberdorf,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
264,8502209,Oberrieden Dorf,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
265,8502220,Urdorf,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
266,8502220,Urdorf,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
267,8502220,Urdorf,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
268,8502220,Urdorf,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
269,8502220,Urdorf,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
270,8502220,Urdorf,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
271,8502221,Birmensdorf ZH,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
272,8502221,Birmensdorf ZH,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
273,8502221,Birmensdorf ZH,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
274,8502221,Birmensdorf ZH,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
275,8502221,Birmensdorf ZH,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
276,8502221,Birmensdorf ZH,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
277,8502221,Birmensdorf ZH,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
278,8502222,Bonstetten-Wettswil,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
279,8502222,Bonstetten-Wettswil,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
280,8502222,Bonstetten-Wettswil,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
281,8502222,Bonstetten-Wettswil,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
282,8502222,Bonstetten-Wettswil,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
283,8502222,Bonstetten-Wettswil,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
284,8502222,Bonstetten-Wettswil,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
285,8502223,Hedingen,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
286,8502224,Affoltern am Albis,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
287,8502229,Urdorf Weihermatt,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
288,8502229,Urdorf Weihermatt,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
289,8502229,Urdorf Weihermatt,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
290,8502229,Urdorf Weihermatt,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
291,8502229,Urdorf Weihermatt,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
292,8502229,Urdorf Weihermatt,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
293,8502229,Urdorf Weihermatt,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
294,8503000,Zürich HB,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
295,8503000,Zürich HB,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
296,8503000,Zürich HB,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
297,8503000,Zürich HB,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
298,8503000,Zürich HB,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
299,8503000,Zürich HB,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
300,8503000,Zürich HB,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
301,8503000,Zürich HB,Wintsch-Tonercote,,['shopping'],https://go.sygic.com/travel/place?id=poi:13564328
302,8503000,Zürich HB,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
303,8503001,Zürich Altstetten,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
304,8503001,Zürich Altstetten,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
305,8503001,Zürich Altstetten,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
306,8503001,Zürich Altstetten,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
307,8503001,Zürich Altstetten,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
308,8503001,Zürich Altstetten,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
309,8503001,Zürich Altstetten,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
310,8503001,Zürich Altstetten,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
311,8503003,Zürich Stadelhofen,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
312,8503003,Zürich Stadelhofen,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
313,8503003,Zürich Stadelhofen,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
314,8503003,Zürich Stadelhofen,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
315,8503003,Zürich Stadelhofen,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
316,8503003,Zürich Stadelhofen,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
317,8503003,Zürich Stadelhofen,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
318,8503003,Zürich Stadelhofen,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
319,8503004,Zürich Tiefenbrunnen,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
320,8503004,Zürich Tiefenbrunnen,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
321,8503004,Zürich Tiefenbrunnen,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
322,8503004,Zürich Tiefenbrunnen,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
323,8503004,Zürich Tiefenbrunnen,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
324,8503004,Zürich Tiefenbrunnen,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
325,8503004,Zürich Tiefenbrunnen,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19015127
326,8503004,Zürich Tiefenbrunnen,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
327,8503004,Zürich Tiefenbrunnen,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
328,8503006,Zürich Oerlikon,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
329,8503006,Zürich Oerlikon,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
330,8503006,Zürich Oerlikon,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
331,8503006,Zürich Oerlikon,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
332,8503006,Zürich Oerlikon,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
333,8503006,Zürich Oerlikon,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
334,8503006,Zürich Oerlikon,Wintsch-Tonercote,,['shopping'],https://go.sygic.com/travel/place?id=poi:13564328
335,8503006,Zürich Oerlikon,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
336,8503007,Zürich Seebach,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
337,8503007,Zürich Seebach,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
338,8503007,Zürich Seebach,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
339,8503007,Zürich Seebach,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
340,8503007,Zürich Seebach,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
341,8503007,Zürich Seebach,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
342,8503007,Zürich Seebach,Wintsch-Tonercote,,['shopping'],https://go.sygic.com/travel/place?id=poi:13564328
343,8503007,Zürich Seebach,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
344,8503008,Zürich Affoltern,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
345,8503008,Zürich Affoltern,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
346,8503008,Zürich Affoltern,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
347,8503008,Zürich Affoltern,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
348,8503008,Zürich Affoltern,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
349,8503008,Zürich Affoltern,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
350,8503008,Zürich Affoltern,Wintsch-Tonercote,,['shopping'],https://go.sygic.com/travel/place?id=poi:13564328
351,8503008,Zürich Affoltern,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
352,8503009,Zürich Wollishofen,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
353,8503009,Zürich Wollishofen,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
354,8503009,Zürich Wollishofen,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
355,8503009,Zürich Wollishofen,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
356,8503009,Zürich Wollishofen,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
357,8503009,Zürich Wollishofen,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
358,8503009,Zürich Wollishofen,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
359,8503009,Zürich Wollishofen,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
360,8503010,Zürich Enge,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
361,8503010,Zürich Enge,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
362,8503010,Zürich Enge,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
363,8503010,Zürich Enge,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
364,8503010,Zürich Enge,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
365,8503010,Zürich Enge,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
366,8503010,Zürich Enge,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
367,8503010,Zürich Enge,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
368,8503011,Zürich Wiedikon,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
369,8503011,Zürich Wiedikon,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
370,8503011,Zürich Wiedikon,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
371,8503011,Zürich Wiedikon,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
372,8503011,Zürich Wiedikon,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
373,8503011,Zürich Wiedikon,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
374,8503011,Zürich Wiedikon,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
375,8503011,Zürich Wiedikon,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
376,8503015,Zürich Wipkingen,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
377,8503015,Zürich Wipkingen,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
378,8503015,Zürich Wipkingen,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
379,8503015,Zürich Wipkingen,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
380,8503015,Zürich Wipkingen,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
381,8503015,Zürich Wipkingen,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
382,8503015,Zürich Wipkingen,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
383,8503015,Zürich Wipkingen,Wintsch-Tonercote,,['shopping'],https://go.sygic.com/travel/place?id=poi:13564328
384,8503015,Zürich Wipkingen,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
385,8503016,Zürich Flughafen,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
386,8503016,Zürich Flughafen,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
387,8503016,Zürich Flughafen,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
388,8503016,Zürich Flughafen,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
389,8503016,Zürich Flughafen,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
390,8503016,Zürich Flughafen,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
391,8503016,Zürich Flughafen,Wintsch-Tonercote,,['shopping'],https://go.sygic.com/travel/place?id=poi:13564328
392,8503016,Zürich Flughafen,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
393,8503020,Zürich Hardbrücke,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
394,8503020,Zürich Hardbrücke,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
395,8503020,Zürich Hardbrücke,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
396,8503020,Zürich Hardbrücke,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
397,8503020,Zürich Hardbrücke,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
398,8503020,Zürich Hardbrücke,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
399,8503020,Zürich Hardbrücke,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
400,8503020,Zürich Hardbrücke,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
401,8503100,Zollikon,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
402,8503100,Zollikon,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
403,8503100,Zollikon,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
404,8503100,Zollikon,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
405,8503100,Zollikon,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
406,8503100,Zollikon,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
407,8503100,Zollikon,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19015127
408,8503100,Zollikon,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
409,8503100,Zollikon,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
410,8503101,Küsnacht ZH,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
411,8503101,Küsnacht ZH,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
412,8503101,Küsnacht ZH,Coop Pronto Prime Tower,,['shopping'],https://go.sygic.com/travel/place?id=poi:10546192
413,8503101,Küsnacht ZH,Prime Tower,,,https://go.sygic.com/travel/place?id=poi:24578886
414,8503101,Küsnacht ZH,Kieser Training Prime Tower,,['doing_sports'],https://go.sygic.com/travel/place?id=poi:18511323
415,8503101,Küsnacht ZH,Swisscom Tower,,,https://go.sygic.com/travel/place?id=poi:26987747
416,8503101,Küsnacht ZH,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19015127
417,8503101,Küsnacht ZH,ZKB Prime Tower,,,https://go.sygic.com/travel/place?id=poi:8784267
418,8503101,Küsnacht ZH,Parkshaus Prime Tower,,['traveling'],https://go.sygic.com/travel/place?id=poi:7027007
419,8503102,Erlenbach ZH,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
420,8503102,Erlenbach ZH,Tower,,,https://go.sygic.com/travel/place?id=poi:37332332
421,8503102,Erlenbach ZH,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19015127
422,8503103,Herrliberg-Feldmeilen,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
423,8503105,Uetikon,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11744431
424,8503107,Stäfa,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11744431
425,8503107,Stäfa,Tower Sports,,['shopping'],https://go.sygic.com/travel/place?id=poi:10933929
426,8503108,Uerikon,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11905595
427,8503108,Uerikon,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11744431
428,8503108,Uerikon,Tower Sports,,['shopping'],https://go.sygic.com/travel/place?id=poi:10933929
429,8503109,Feldbach,Bachtel Tower,"Bachtel Tower is a 60 m tall radio tower on 1,115 m high Bachtel mountain near Hinwil, Switzerland, overlooking the Zürcher Oberland. ",['hiking'],https://go.sygic.com/travel/place?id=poi:10135407
430,8503109,Feldbach,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11905595
431,8503109,Feldbach,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11744431
432,8503109,Feldbach,Tower Sports,,['shopping'],https://go.sygic.com/travel/place?id=poi:10933929
433,8503110,Rapperswil,Bachtel Tower,"Bachtel Tower is a 60 m tall radio tower on 1,115 m high Bachtel mountain near Hinwil, Switzerland, overlooking the Zürcher Oberland. ",['hiking'],https://go.sygic.com/travel/place?id=poi:10135407
434,8503110,Rapperswil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11905595
435,8503110,Rapperswil,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11744431
436,8503110,Rapperswil,Tower Sports,,['shopping'],https://go.sygic.com/travel/place?id=poi:10933929
437,8503111,Winkel am Zürichsee,Felsenegg-Girstel TV-tower,The Felsenegg Tower is a broadcasting tower located nearby Felseneggbahn mountain station on the Felsenegg vantage point in the canton of…,,https://go.sygic.com/travel/place?id=poi:5179412
438,8503111,Winkel am Zürichsee,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:19015127
439,8503115,Schmerikon,Bachtel Tower,"Bachtel Tower is a 60 m tall radio tower on 1,115 m high Bachtel mountain near Hinwil, Switzerland, overlooking the Zürcher Oberland. ",['hiking'],https://go.sygic.com/travel/place?id=poi:10135407
440,8503115,Schmerikon,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11905595
441,8503115,Schmerikon,Tower Sports,,['shopping'],https://go.sygic.com/travel/place?id=poi:10933929
442,8503116,Uznach,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11905595
443,8503120,Jona,Bachtel Tower,"Bachtel Tower is a 60 m tall radio tower on 1,115 m high Bachtel mountain near Hinwil, Switzerland, overlooking the Zürcher Oberland. ",['hiking'],https://go.sygic.com/travel/place?id=poi:10135407
444,8503120,Jona,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11905595
445,8503120,Jona,Observation Tower,,['hiking'],https://go.sygic.com/travel/place?id=poi:11744431
